id,text,sentiment,human_sentiment
1083,Will Apple Inc.'s Profit Margin Continue Upward? http://t.co/RgXf3KuAOv #AAPL,0,neutral
1084,"#Top #iPhone and #iPad games of #2014: @Apple [#Apple] names Monument Valley &amp; #Threes. (#Tuesday, 9 #December) http://t.co/Zj6QFN5lkp",0,neutral
1085,"Apple Adds New Apple TV Channels for UFC, The Scene, Fusion, and Dailymotion http://t.co/6ch8upBX49 #AAPL",0,neutral
1086,Idk if it's my phone or WHAT ! Ip6 ain't shit but problems. @apple fix this shit !!,-1,negative
1087,@Apple #CEO @Tim_Cook to be namesake of Alabama anti-discrimination bill http://t.co/S6q98V17mi,0,neutral
1088,"#UBS #Increases @Apple [#Apple]'s #iPhone6 Sales, #Revenue And EPS. (#Friday, 5 #December) http://t.co/yEPG0Urogc",0,neutral
1089,RT @JodiSpicer: #whoknew Why isn't @Apple on Twitter? http://t.co/HmsbwjEL1K #interestingfact #passingthetime,0,neutral
1090,"#AAPL:After-hours buzz: Apple, Bob Evans Farms &amp; more...http://t.co/PHVzSFanso",0,neutral
1091,That annoying moment when you realise that your @apple  #iPhone6 has a bend in it on one side ='[,-1,negative
1092,really pissed at @apple . trying to edit video and can't convert files due to not having the mpeg 2 component anymore because of os update.,-1,negative
1093,"#iPhone6S to #emerge spring 2015 with @Apple [#Apple] Watch?. (#Tuesday, 2 #December) http://t.co/NnGLuvYW6M",0,neutral
1094,This is why I moved over to @Apple... http://t.co/fAW3zsfzt7,1,positive
1095,#AAPL:iPhone 7 Rumors: Might be Called iPhone 6S; Come in 3 Styles...http://t.co/0XbmuVdZpL,0,neutral
1096,"What is HomeKit? Soon you'll control your home with your iPhone $AAPL #aapl
http://t.co/16qbQo1PRK",0,neutral
1097,INSIGHT FROM APPLE'S TIME COOK http://t.co/96c0F0rfgX @tim_cook @apple #Apple #iPhone6 #Google #Microsoft http://t.co/DeOerErnMf,0,neutral
1098,"RT @ProzacNation_: 11am and 20% battery. Die, @apple",-1,negative
1099,Our @Apple watch prototype for the male couch potato @smithandbeta @Clorox  @zemanta #digidaydbs http://t.co/ZkzvK5bxAw,0,neutral
1100,cool 90 minutes later I now have Yosemite X on Macbook not bad for an almost 10 year old computer still run strong @Apple #winning,1,positive
1101,LastPass Debuts 'Auto-Password Change' Feature for Easy Password Changes [Mac Blog] http://t.co/KRn2ievXhR #AAPL,0,neutral
1102,Aye @apple why don't you guys make the apple headphones in different colors?,0,neutral
1103,"#AAPL:Apple Loop: iPhone 6S Rumors, Jobs And Wozniak's Garage Myth, iPhone 6...http://t.co/Zhmp5JZhvi",0,neutral
1104,@apple make a fucking phone so the screen doesn't break.  I want my phone to be naked and free.,-1,negative
1105,my phone was on 19 percent and then it shut off okay @apple fuck you,-1,negative
1106,Apple Inc. CEO Donates $291K To Pennsylvania School District http://t.co/9gkKgWuASR #AAPL,1,positive
1107,why isnt group facetime a thing @apple wtf,-1,negative
1108,Can we have 3-way calling on FaceTime calls and the ability to move between devices seamlessly @Apple @TimCook @God,0,neutral
1109,@waywardhem @nheagy @apple I was thinking about this the other day. I wish it would come true.,0,neutral
1110,I love @AIRMILES! Between @chaptersindigo &amp; @apple I earned ~200 miles during the #BlackFriday sale! #freemoney #centsability #cybermonday,1,positive
1111,@tschwettman @Apple what about M E,0,neutral
1112,RT @wagner_tim: @robconeybeer: You need an IP portfolio to defend against big companies - just look at @Samsung @Apple court battles,0,neutral
1113,#AAPL:Pacific Crest's Apple Analyst Reiterates Selling Some Shares...http://t.co/zj974XddLN,0,neutral
1114,Autocorrect changes actual words to other words but when I spell an actual word wrong it doesn't correct it? Fuck yall niggas @apple,-1,negative
1115,@jakeflem @Apple Yes It seems to fix it good the first time and then as time passes it deterioates until you have to change logic board,-1,negative
1116,@illogikal @Apple nigga fuck yo couch lol,-1,negative
1117,hey @apple why won't you let me facetime claire stop being rude,-1,negative
1118,"Between 07 &amp; 09, @Apple deleted #music off of some customers' iPods without telling them http://t.co/PgXi2dr4Wg http://t.co/yBK9Ix23qb",-1,negative
1119,@apple get your shit together with group chats on ios8,-1,negative
1120,Congrats @apple on making an iPhone recording DRM protected so we can't play it anywhere we want #fail,-1,negative
1121,"#Verr?cktes #Ger?cht: #iPhone6s zum @Apple [#Apple] Watch. (#Tuesday, 2 #December) http://t.co/bCjwU8zA0R",0,neutral
1122,"Apple Returns Cash To Shareholders Because It's Out Of Ideas On How To Invest It $AAPL #aapl
http://t.co/OLEVFjA8HP",0,neutral
1123,RT @cl4yt0n_c00p3r: There needs to be a Texas flag emoji @apple,0,neutral
1124,"@Apple, you made a mistake. Now it椰s time to Replace or Fix All 2011 Macbook Pro with Graphics Failure. #MBP2011  http://t.co/n64Ygo7JlT",-1,negative
1125,"RT @mrushh: hey @apple why is my phone dying when it's on the charger 
ur stuff sucks",-1,negative
1126,RT @JustPoetic_: Why the fuck is there a 'recently deleted' photo album? @Apple,-1,negative
1127,@OneRepublic @Apple it's so crazy haha guys can you follow me? Please,0,neutral
1128,"Apple Inc. price at close, December 03, 2014, is 115.95. #apple #AAPL",0,neutral
1129,"#AAPL:UPDATE 1-Taiwan Nov export growth tops expectations, despite China wea...http://t.co/DwZ3UnxqPT",0,neutral
1130,@BlackBerry I kinda feel sorry for @Apple tho. #GoodJob with your last product guys!,-1,negative
1131,"As a die hard @Apple customer, I must say I am truly displeased with the customer service I was given yesterday. #badservice #Apple",-1,negative
1132,"BREAKING $AAPL 'buy' reiterated,  target set to $143 by Cantor $AAPL Brief explanation here:  https://t.co/up6MHIcXJ4 #AAPL",0,neutral
1133,"APPLE - Fibonacci Technicals Levels -LAST  Intraday  Update - $AAPL #aapl 
http://t.co/P66pCgDlij",0,neutral
1134,Seriously?! @apple that stupid add of the macbook with the different stickers you can put on it?! I hate how gullible people can be.,-1,negative
1135,@FaZeNikan @Apple @applenws @AppStore i know my iphone  dies at like 20%,-1,negative
1136,Goodbye graphics problems. Thank you @apple for such great customer service. http://t.co/uvohriZKYE,1,positive
1137,"Hey @Apple - hundreds of  black, white, brown, yellow #EricGarner protestors bum-rushed yo store to stage a Die-In &amp; nothing was stolen. Xo",0,neutral
1138,"Get Ready for an Unbreakable #Apple #iPhone | InvestorPlace
#aapl http://t.co/YgLYZoqkO6",0,neutral
1139,RT @NYDailyNews Steve Wozniak @stevewoz reveals that @Apple did not start in a garage. http://t.co/8rqzuBCOpx  http://t.co/mUrpwQ3kHB,0,neutral
1140,@OneRepublic @Apple That's what I was thinking today! After nearly two years mine only lasts for four hours now :(,-1,negative
1141,Chinese smartphone maker claims #Apple copied iPhone 6 design - http://t.co/iUzewX1JuE #AAPL #Android,-1,negative
1142,"@brandivatemktg @Apple - Integrity cures most evils. #MFi, in this case, will too!",0,neutral
1143,@apple yall some hoes,-1,negative
1144,"Apple Acted Unfairly In Suppressing Digital Music Competition: Paul Kedrosky $AAPL #aapl
http://t.co/XTbFhpbYf7",-1,negative
1145,For some odd reason I can't re-add 1989 on my phone. @apple stop depriving me of my jams,-1,negative
1146,"RT @Proto_Zsay: what maketh thee of this pesky 'b' that appears at the end of people's text messages, @apple @tim_cook?",-1,negative
1147,"My MacBook Pro is now as annoying as my ASUS Windows 8 computer. Freezing, laggy, etc.  So much for @apple's excellence.",-1,negative
1148,@apple please work on being able to still use your phone when someone calls you so I can successfully ignore my moms call while on Twitter,-1,negative
1149,"How @Apple handles their #CustomerServiceExperience
http://t.co/ZJsUuKaOYd",0,neutral
1150,Aw yeah! monarchywpb sticker to ride with @Rhyot boommovement and @apple http://t.co/RGcHuCS95D,0,neutral
1151,RT @Breyythatsmee: I have 170 pictures and my storage is full @apple get it together,-1,negative
1152,It looks like I have a software update saved in my storage on my IPhone. Can I delete this or do I need it? @Apple #Applesupport,0,neutral
1153,@Apple loses appeal to trademark 'app store' in #Australia http://t.co/cmfU7qfVWY,-1,negative
1154,"In other news, @uber raised at $40 bill pre, @apple has $164.5 bill in cash. Good times in the Valley! No, wait... http://t.co/uUP9bDOBe4",0,neutral
1155,"@Apple, I salut you! @kcdenton's photo http://t.co/nmwlvZVjHS",1,positive
1156,Apple CEO Tim Cook comes out as gay @Apple   http://t.co/euFQQpMjj6  Via @posh360_Net,0,neutral
1157,"Kantar: iPhone 6 helps Apple gain share over Android, iPhone 5c outselling iPhone 6 Plus in US $AAPL #aapl
http://t.co/YLL678kOkn",1,positive
1158,"RT @JPDesloges: Kantar Worldpanel: iPhone sales in October were 'huge' $AAPL #aapl
http://t.co/g2sWiE0bJS",1,positive
1159,@OneRepublic @Apple @JKsOnTheRadio legit thought that was you in this pic!,0,neutral
1160,Things are happening @apple,0,neutral
1161,@SealsKevin @TeamCavuto @Apple Hopefully endangering their own lives!,-1,negative
1162,"RT @JPDesloges: Apple to build major new R&amp;D facility in Japan, prime minister reveals $AAPL #aapl
http://t.co/CysxBbg4YW",0,neutral
1163,Just overheard an @apple employee tell some1 not to use capital letters in their password cause it will be easier to remember! #applefail,-1,negative
1164,Apple's PT raised by JMP Securities to $150.00. outperform rating. http://t.co/omCdSCu85d $AAPL #AAPL,0,neutral
1165,Intel And Inevitability - http://t.co/gIZLUhRphw #AAPL #INTC #MCHP,0,neutral
1166,"Apple CEO Tim Cook Talks Technology With Senator Orrin Hatch During Washington, D.C. Trip http://t.co/Nzd3IIMIBV #AAPL",0,neutral
1167,RT @MariaBartiromo: Apple breaks $700B market cap http://t.co/z7JcEFcGZD @Apple @OpeningBellFBN @FoxBusiness @MBlockRhino  #JohnSpallanzani,0,neutral
1168,"Fantastic service today @Apple store Touchwood - thanks to all, &amp; esp Zach for sorting my battery problem so quickly &amp; efficiently.",1,positive
1169,This is the 6th charger I've had to buy for my mac and they gave me the wrong one @apple #applesuport Fix this wrongdoing give me a free one,-1,negative
1170,@wdtuts @baxleyglass does because one belongs to @Apple and the other to @Ang and the third is from @Adobe via #employeediscount.,0,neutral
1171,. @stevewoz: passion for engineering/design at the heart of what he did for @apple. http://t.co/dL7l2Us27T via @BloombergTV,0,neutral
1172,See Which 11 Guru Fund Managers Hold #Apple #aapl http://t.co/7DnMlXMFVh,0,neutral
1173,3 Reasons #Apple Is a Potential Warren Buffett Stock and 1 Reason It Isn't | The Motley Fool #aapl http://t.co/BnSCg3I2yo,0,neutral
1174,RT @LawKitson: Wut? @apple can I have my money back? kthx http://t.co/zVp7MUZDAM,-1,negative
1175,"@apple bought a new iPhone 6, never gets reception in the same places my 4s did and battery life is worse. #nomoreapple",-1,negative
1176,Here's @Apple's picks for best apps and games of 2014. http://t.co/1BWd8k32gv,0,neutral
1177,#AAPL:Apple Is Building A $161 Million Theatre...http://t.co/iY5XtGtlGp,0,neutral
1178,"RT @JPDesloges: iPhone 6 makes iOS a success in the UK, but Android fights back in Japan $AAPL #aapl
http://t.co/LXuyPKVhd5",0,neutral
1179,FUCK OFFFFFF @apple http://t.co/vVQqXuhbrM,-1,negative
1180,@nigxnog @Apple bruh that means u type that a lot u fuckin punk bitch,-1,negative
1181,"Apple Inc. price at close, December 08, 2014, is 112.4. #apple #AAPL",0,neutral
1182,Why @Apple don't got layaway lol I need an iMac man,0,neutral
1183,RT @Ecofantasy: Thinking of upgrading to #Yosemite? Think twice  http://t.co/dU0Mpaw5Ri It's not for everyone. RT #ASMSG @Apple,-1,negative
1184,RT @RatingsNetwork: Apple's PT raised by Canaccord Genuity to $135.00. buy rating. http://t.co/Nh2vs5lzoE $AAPL #AAPL,0,neutral
1185,@OneRepublic @Apple awsome,1,positive
1186,Technology News: @Apple trial to feature unseen late #SteveJobs video deposition http://t.co/YVyoTpdMZP,0,neutral
1187,My @apple power cord caught on fire!   Yet another non-travelling power cord I have less than a year.  #AppleCordFire http://t.co/exC3Wz8CiD,-1,negative
1188,#AAPL:Apple Inc. (AAPL): Is The Run Over?...http://t.co/Tv2iXZ2r92,0,neutral
1189,@apple your chargers suck ass! They just love to break!,-1,negative
1190,3 More #AppleWatch Details Exposed #aapl http://t.co/PEvFaMKC8O,0,neutral
1191,@Apple deleted users' non-#iTunes music and didn't tell them about it http://t.co/UyT2ePDlTw via @Appy_Geek #apple #music,-1,negative
1192,"iPhon6 rivals by Samsung, LG,HTC suffering delays in Qualcomm's 64-bit Snapdragon answer to Apple's A8  $AAPL #aapl
http://t.co/VB6Rl78rso",0,neutral
1193,#AAPL:Corrupt Apple exec sentenced to 1 year in prison...http://t.co/uCQYyBqrgM,-1,negative
1194,@ATTCares I want to stay with @Apple  me and @SamsungMobile don't get along,1,positive
1195,Thanks @Apple for the preview of your smartwatch. #fitnesstracker #quantifiedself #IoT http://t.co/WAGN08SDNc,1,positive
1196,#AAPL:Apple Donating Portion of Profit to Fight Against AIDS...http://t.co/BR05N1U3Qr,1,positive
1197,Lmfao RT @hellvcopter: cocky ass apple. i was talking bout da fruit. fuck you. @apple http://t.co/HjISNmx6aZ,-1,negative
1198,Is Apple The Most Important Stock On Earth?  http://t.co/xylQ5d5JN5 #aapl http://t.co/PwxjC5o8Q8,0,neutral
1199,@wearsy on apple you seem to need a us bank card to do that.  @apple I hate you,-1,negative
1200,Can someone @apple tell me why I now have to reset my AppleTV every other day? Interesting that there's a IR remote code to reset the box.,-1,negative
1201,"Final #AAPL #PutCallRatios for Wednesday, December 3, 2014 http://t.co/Lc6B7m7jut",0,neutral
1202,"My spellcheck makes me wanna stab somebody, that isn't the fuckin word I wanted to use @apple",-1,negative
1203,Here Are The Main Differences Between #Apple #CarPlay And #AndroidAuto #aapl #goog http://t.co/1tqUbuZK9R http://t.co/c9m05WejYx,0,neutral
1204,Certified by @Zebra.  Partnered with @Apple Business.  Collaborated with @SAP.  Now... http://t.co/02MVhmiOLn,0,neutral
1205,well imessage doesn't work thanks @apple,-1,negative
1206,#AAPL:A Lawsuit Asks Whether Apple Used iTunes For Price-Fixing...http://t.co/0KxPhCf28K,0,neutral
1207,"You pieces of shit @apple! 
God damnit man!",-1,negative
1208,"Final #AAPL #PutCallRatios for Monday, December 8, 2014 http://t.co/m7kpdgqeyy",0,neutral
1209,FUCK YOU @Apple,-1,negative
1210,Completely in love with my @apple #iphone6 right now. Playing with my #newphone &amp; digging into some @pappajohns. Day=Complete #pizza,1,positive
1211,CNBCTV: #Apple heads to trial #aapl http://t.co/d0AFg0lQIY,0,neutral
1212,@apple ur products are shit they break 24/7 ur ruining my life,-1,negative
1213,@radbarakat @Apple i dOMT THINK SO,-1,negative
1214,Why does @Apple force people to use its VPN built in to iOS8? Off button doesn't work FFS. Like I want Apple's NSA data collection service.,-1,negative
1215,I thought this shit was suppose to be gorilla glass @apple,-1,negative
1216,@buzz I sit home every Friday night waiting for an invitation to join an @Apple dev team.  (looks at his phone)   They'll call me one day.,0,neutral
1217,Thanks @Apple store @RobinaTC for helping me out with my iPhone today! Great service with a smile. #Apple,1,positive
1218,CNBC TV:  Day 2: #Apple antitrust trial http://t.co/FjfBE4VQqI #aapl,0,neutral
1219,Did anyone update their Yosemite? My macbook is running like shit. @apple #apple,-1,negative
1220,RT @MissionIR: Is Apple The Most Important Stock On Earth?  http://t.co/s5ple0Orww #aapl http://t.co/ZvW4vwZzww,0,neutral
1221,"RT @JPDesloges: APPLE - Fibonacci Technicals Levels -LAST  Intraday  Update - $AAPL #aapl 
http://t.co/P66pCgDlij",0,neutral
1222,Apple Inc. (AAPL) iPhone 6 Sales Dent Android Market Share http://t.co/Nbo2TPoG3v #AAPL,0,neutral
1223,YO I DIDNT TOUCH MY PHONE AT ALL AND RIGHT WHEN I DISCONNECTED IT FROM THE CHARGER IT WENT DOWN 3% @apple WE ARE GONNA SCRAP RIGHT NOW,-1,negative
1224,Hey @Apple the keyboard on my phone is all sorts of drunk this morning send help pls thx,-1,negative
1225,Elgato Launches Thunderbolt 2 Dock with 4K Resolution Support [Mac Blog] http://t.co/Sofxp2HvlB #AAPL,0,neutral
1226,@apple #ios8 The lack of true keyboard integration is KILLING me! Half-assed implementations aren't solutions!,-1,negative
