id,tweet_text,labeled_brand_or_product,detected_emotion,human_sentiment
5424,RT @mention Dawn's iPad App of the Week is up early to help you prep for #SXSW: {link},iPad or iPhone App,Positive emotion,positive
5425,RT @mention DAY 4: SXSWi WRAP-UP with Tracy Shea @mention and Rick and Bobby Liebling @mention - {link} #sxsw #HOTSHEET,,No emotion toward brand or product,neutral
5426,"RT @mention Day 5 of #sxsw already! What are you doing? Share photos, video with iReport: {link} or through CNN iPhone app!",,No emotion toward brand or product,neutral
5427,RT @mention Dear folks at #SXSW. Got lost? Can use a FREE compass with map built-in? Here's one: {link},,No emotion toward brand or product,neutral
5428,"RT @mention Decided to go to LA instead of #SXSW, because my AT&amp;T iPhone would be about as useful as a brick in Austin.",iPhone,Negative emotion,negative
5429,RT @mention Deleting the #sxsw iPhone app!  {link},iPad or iPhone App,Negative emotion,negative
5430,"RT @mention DELICIOUSLY IRONIC GOOGLE PRIVACY PARTY MADE WHOLE BY &quot;BANKING CARTEL, MILITARY-SCIENTIFIC DICTATORSHIP TAKEOVER&quot; CAB RANT! #SXSW",Google,Negative emotion,negative
5431,"RT @mention Demo of Google Hotpot at #bettersearch panel: still pull search, but personalized. Not yet serendipitous? #SXSW",,I can't tell,neutral
5432,RT @mention Design for iPad is like a design 101 class. Will someone give a talk and assume that we didn't all ditch our previous experience #sxsw,,No emotion toward brand or product,neutral
5433,RT @mention Design for iPad is like design 101. Will someone give a talk and assume that we didn't all ditch our prev experience #sxsw,iPad,I can't tell,neutral
5434,RT @mention Designing for the iPad? Catch @mention Matt Carlson &amp; @mention Matthew Davis at #SXSW (Mon. 9:30) at the Hilton. {link},,No emotion toward brand or product,neutral
5435,"RT @mention Details for the iPad 2 giveaway coming tonight, RT this! #SXSW #sxswi",iPad,Positive emotion,positive
5436,"RT @mention Details for the iPad 2 giveaway coming tonight, RT this! #SXSW #sxswi - What about folks NOT at SXSW?",iPad,Positive emotion,positive
5437,"RT @mention Developers Learn About Mobile Accessibility #sxsw, Android 3.0 to Include Browser Access {link}",,No emotion toward brand or product,neutral
5438,"RT @mention Developers Learn About Mobile Accessibility at #sxsw, Android 3.0 to Include Browser Access #a11y2go {link}",,No emotion toward brand or product,neutral
5439,"RT @mention deviantART buys 3 iPad 2's in Austin, tests Muro drawing, it's super fast!! #deviantART #SXSW {link}",iPad,Positive emotion,positive
5440,"RT @mention deviantART buys 3 iPad 2's in Austin, tests Muro drawing, it's super fast!! #deviantART #SXSW htt��_ (cont) {link}",iPad,Positive emotion,positive
5441,"RT @mention Did some one say free music? Did someone say free @mention music!? Yes, yes they did. {link} #SXSW #FreeMusic",,No emotion toward brand or product,neutral
5442,"RT @mention Did you miss Google's VP of Search, Marissa Mayer last week? Listen to the interview here  {link} #SXSW",,No emotion toward brand or product,neutral
5443,"RT @mention Did... what my mom might call The Big at #SXSW. Power plant, CNN, Google, and offchain set by Trombone Shorty at PBS.",,No emotion toward brand or product,neutral
5444,RT @mention Digging John McRee's talk about designing for Boomers? Maybe you'll like this research: {link} #sxsw,,No emotion toward brand or product,neutral
5445,RT @mention Digging John McRee's talk about designing for Boomers? Maybe you'll like this research: {link} #sxsw #yourmom #olderadults,,No emotion toward brand or product,neutral
5446,"RT @mention Diller on Google TV: &quot;The first product wasn't good. It wasn't a consumer product, basically.&quot; #sxsw #diller",Other Google product or service,Negative emotion,negative
5447,"RT @mention Diller: Why would you do product only for the iPad or any one form factor in today's multichannel, multi platform world? #SXSW #KetchSX",,No emotion toward brand or product,neutral
5448,RT @mention Dispatches from the #iPad 2 front lines {link} #aspengrove #aspengrove #austin #line #sxsw #tx,,No emotion toward brand or product,neutral
5449,"RT @mention Do I really need to get vaccines before #sxsw? iPhone-onset prostate cancer, chortler's cough, mustachepox. Are these real things?",,No emotion toward brand or product,neutral
5450,RT @mention Domo for iOS and Android just got released! @mention #domo #tonchidot #boom #sxsw,,No emotion toward brand or product,neutral
5451,RT @mention Don't forget tomorrow is the music tech category. Download our android or iPhone app before you show up. #sxswaccel #sxsw,,No emotion toward brand or product,neutral
5452,RT @mention don't forget! come to our Q&amp;A With Google's @mention &amp; Bing's @mention On Ranking panel Mon 12:30pm at #sxsw {link},,No emotion toward brand or product,neutral
5453,"RT @mention Don't just create something new on iPad, create comfort. Ex. NYTimes looks like a newspaper. #tapworthy #sxsw",,No emotion toward brand or product,neutral
5454,"RT @mention Don't worry you guys, found an iPhone charger. WHAT'S THE DEAL WITH HIPSTERS AND BEARDS, RIGHT?!?! #sxsw",,Positive emotion,positive
5455,RT @mention Dont miss Charles Chen for Android/ChromeOS  Access at SXSW: @mention the Google booth in Exhibit Hall 3 @mention 1PM #sxsw,,No emotion toward brand or product,neutral
5456,RT @mention Download @mention new Austin iPhone app for free during SXSW {link} (thanks for the tip @mention #sxsw,iPad or iPhone App,Positive emotion,positive
5457,RT @mention Download 20+ free tracks from the @mention Music Sampler on @mention including @mention {link} #SXSW,,No emotion toward brand or product,neutral
5458,RT @mention Download 20+ FREE tracks from the #SXSW Music Sampler available on the @mention store today!  {link},,No emotion toward brand or product,neutral
5459,RT @mention Download 20+ FREE tracks from the #SXSW Music Sampler available on the @mention store today!  {link} #dtsxsw #fb,,No emotion toward brand or product,neutral
5460,RT @mention Download the official Featured Artists of #SXSW playlist via iTunes - 22 songs for absolutley #free - {link},,No emotion toward brand or product,neutral
5461,RT @mention driving around austin on google street view scoping out locations. from my desk. #sxsw,,No emotion toward brand or product,neutral
5462,"RT @mention Dude, you're at an Outkast concert and you're tweeting from an iPad. RT @mention Old school players to new school fools. #SXSW",,No emotion toward brand or product,neutral
5463,RT @mention Dudes! Dudes! Check it out: Tweet anything w/ 'iPad' in it &amp; naked lady response bots will tell you how they 'simply gaimed one free' #sxsw,,No emotion toward brand or product,neutral
5464,RT @mention Egyptian content flood. &quot;Google had to put up two more servers after web came back up.&quot; #SxSW #sxswsa,,No emotion toward brand or product,neutral
5465,RT @mention Ellen Page appearance reduced to @mention iphone call. Hearts. Broken. #sxsw #super,iPhone,No emotion toward brand or product,neutral
5466,RT @mention Enchantment: get a trustworthiness of #zappos likeability of #virgin and a product of #apple @mention #sxsw,,No emotion toward brand or product,neutral
5467,RT @mention Engaging #sxsw filter on my @mention iPhone/iPod Twitter app. #youkidshavefun,,No emotion toward brand or product,neutral
5468,RT @mention Enjoying the #sxsw California (Hollywood + Silicon Valley) meets NYC in sunny Austin by-the-pool with cowboy boots + iPad vibe. #sxswi,iPad,Positive emotion,positive
5469,RT @mention Epic. There's just one guy waiting in line for the iPad 2 in Austin at SXSW. {link} #sxsw #ipad #ipad2,iPad,Negative emotion,negative
5470,"RT @mention Epicurious, flipboard, CNN, wired, and MOMA as examples of good iPad design #SXSW  {link}",iPad or iPhone App,Positive emotion,positive
5471,RT @mention Even security guards in Austin enjoy iPad time. #SXSW (cc @mention {link},iPad,Positive emotion,positive
5472,RT @mention every time u hold yur ipad 2 up in the air to snap a pic it reminds me of a priest holding up a bible. except designed in california. #sxsw,,No emotion toward brand or product,neutral
5473,RT @mention Evidence against NFC in the iPhone 5 via @mention {link} #checkins #sxsw cc: @mention,,No emotion toward brand or product,neutral
5474,RT @mention eww and LOL. RT @mention Just saw a guy tweeting on his iPad while peeing... This is #sxsw,,No emotion toward brand or product,neutral
5475,RT @mention Excellent @mention and @mention presentation on digital magazines {link} #touchingstories #SXSW,,No emotion toward brand or product,neutral
5476,RT @mention Excited to know more about Google Circles. Lucky folks at SXSW to be the first to see? Possible launch today: {link} #sxsw,Other Google product or service,Positive emotion,positive
5477,"RT @mention Excited to see this! RT @mention Google to Launch Major New Social Network Called Circles, Possibly Today {link} #sxsw",,Positive emotion,positive
5478,RT @mention Facebook Killers - Google Circles to be Announced at SXSW Interactive Festival {link} #google #sxsw,Other Google product or service,Positive emotion,positive
5479,RT @mention Fail Whale artist @mention living through the iPad 2 #sxsw {link},iPad,Positive emotion,positive
5480,"RT @mention False Alarm: Google Circles Not Coming Now, And Probably Not Ever {link} - so much for reports that it would unveil at #sxsw",Other Google product or service,Negative emotion,negative
5481,RT @mention Fantasy Bracket Challenge &amp; iPad 2 GiveAway {link} via #constantcontact #SXSW #MarchMadness #SelectionSunday,,No emotion toward brand or product,neutral
5482,RT @mention FedEx Trucks keep arriving as TV crews interview people in line for first iPad2 at #SXSW PopUp Apple Store.  {link},,No emotion toward brand or product,neutral
5483,RT @mention Fellow @mention is a #SXSW panelist for the &quot;iPad 2 vs Android vs the World&quot; session today at 3:30. {link},,No emotion toward brand or product,neutral
5484,"RT @mention Fest tip-don't be an iPhone douche.Put away your phone and talk to your fellow festgoers in lines, etc.All good people who love film. #sxsw",iPhone,Negative emotion,negative
5485,RT @mention Festival Explorer Austin Edition helps keep track of SXSW bands you want to see &amp; makes recommendations too: {link} #fb #sxsw,,No emotion toward brand or product,neutral
5486,RT @mention Filming with the iPad is so much cooler than a lame iPhone... #sxsw (at @mention live show)  {link},iPad,Positive emotion,positive
5487,"RT @mention Finally fed up with #AngryBirds, Julian screamed &quot;I got your no-fly zone right here, pigfucker!&quot; and threw his iPad at some kid. #sxsw",iPad,Negative emotion,negative
5488,RT @mention Find where @mention is playing at #SXSW on the #eventseekr app for Android. We got u! {link},,No emotion toward brand or product,neutral
5489,RT @mention First day the exhibit hall is open at #SXSW! Stop by the #EMC booth to enter to win an iPad 2! @mention,iPad,Positive emotion,positive
5490,"RT @mention First in line this morning at the Apple pop-up store in Austin, @mention caught the @mention this morning {link} #sxsw",,No emotion toward brand or product,neutral
5491,RT @mention First person to stop by our booth at SXSW &amp; show me their iPad 2 running one if our apps wins a free SnakeHeead Tee Shirt #SXSW,iPad or iPhone App,Positive emotion,positive
5492,RT @mention First shots w/iPad 2 from #sxsw {link},,No emotion toward brand or product,neutral
5493,RT @mention First stop on the #SXSW @mention &amp; @mention hunt: Austin Java. Get in the spy game now for a chance to win an iPad!,,No emotion toward brand or product,neutral
5494,"RT @mention Flipboard is developing an iPhone version, not Android, says @mention #sxsw",,No emotion toward brand or product,neutral
5495,"RT @mention Flipboard is developing an iPhone version, not Android, says @mention #sxswi #sxsw",,No emotion toward brand or product,neutral
5496,"RT @mention Flipboard's next platform will be the iPhone, CEO @mention says #sxsw",,No emotion toward brand or product,neutral
5497,"RT @mention Fodder for #snubor panel at #SXSW: &quot;Right to Forget&quot; gains traction in Europe, causing issues for Google {link}",,Negative emotion,negative
